Transaction_ID,Date,Time,Store_Name,Store_ID,Region,Category,Product_Name,Brand,SKU,Quantity,Unit_Price,Subtotal,Discount_Percent,Discount_Amount,Tax_Rate,Tax_Amount,Total_Amount,Cost_Per_Unit,Total_Cost,Profit,Profit_Margin,Payment_Method,Customer_Type,Customer_ID,Sales_Channel,Sales_Rep_ID,Promotion_Code,Shipping_Cost,Return_Status,Customer_Rating,Inventory_Status
TXN000390,2022-12-03,11:53:27,Miami Beach,ST004,Southwest,Clothing,Shirt,Modern Brand E,CLO1285,5,125.73,628.65,5,31.43,0.08,47.78,645.0,89.22,446.1,198.9,30.84,Digital Wallet,Returning,CUST5393,Mobile App,REP497,NONE,13.72,Yes,5,Low Stock
TXN000391,2023-11-02,13:21:09,Denver Cherry Creek,ST014,Southeast,Jewelry,Pendant,Classic Brand D,JEW7636,2,691.51,1383.02,0,0.0,0.08,110.64,1493.66,520.68,1041.36,452.3,30.28,Debit Card,Regular,CUST2668,In-Store,REP940,NONE,0,No,5,Out of Stock
TXN000392,2022-10-16,21:50:38,Orlando Mall,ST019,Midwest,Sports & Outdoors,Bicycle,Elite Brand F,SPO5429,5,64.28,321.4,20,64.28,0.08,20.57,277.69,48.85,244.25,33.44,12.04,Debit Card,New,CUST9539,Mobile App,REP301,VIP30,12.96,No,5,Out of Stock
TXN000393,2023-03-11,16:56:36,Atlanta Buckhead,ST018,Midwest,Books & Media,Novel,Signature Brand G,BOO8936,3,13.73,41.19,20,8.24,0.08,2.64,35.59,8.71,26.13,9.46,26.58,Buy Now Pay Later,Member,CUST1932,Phone Order,REP358,WINTER25,24.54,No,3,In Stock
TXN000394,2022-12-10,14:34:49,Austin Domain,ST012,Midwest,Jewelry,Earrings,Luxury Brand B,JEW5320,4,4357.03,17428.12,0,0.0,0.08,1394.25,18822.37,2650.16,10600.64,8221.73,43.68,Credit Card,Regular,CUST2668,Phone Order,REP786,NONE,6.0,No,3,Low Stock
TXN000395,2023-04-29,15:27:15,Miami Beach,ST004,Southeast,Sports & Outdoors,Bicycle,Modern Brand E,SPO7028,4,497.31,1989.24,30,596.77,0.08,111.4,1503.87,327.36,1309.44,194.43,12.93,Gift Card,Regular,CUST7734,Mobile App,REP819,NONE,2.72,Yes,5,In Stock
TXN000396,2023-02-25,16:22:16,San Jose Valley Fair,ST011,Northeast,Beauty & Personal Care,Perfume,Contemporary Brand I,BEA3566,3,95.52,286.56,25,71.64,0.08,17.19,232.11,66.61,199.83,32.28,13.91,Debit Card,Returning,CUST5116,Phone Order,REP732,NONE,3.45,No,1,Low Stock
TXN000397,2022-03-28,17:24:02,Seattle Pike Place,ST013,Midwest,Sports & Outdoors,Camping Tent,Designer Brand C,SPO3613,3,631.54,1894.62,0,0.0,0.08,151.57,2046.19,462.3,1386.9,659.29,32.22,Digital Wallet,Member,CUST9133,Online,REP421,WINTER25,0,No,4,In Stock
TXN000398,2023-02-04,09:23:42,Denver Cherry Creek,ST014,Northeast,Electronics,Smart TV,Modern Brand E,ELE8338,3,592.14,1776.42,0,0.0,0.08,142.11,1918.53,356.77,1070.31,848.22,44.21,Gift Card,Member,CUST5927,Mobile App,REP178,NONE,11.1,No,3,In Stock
TXN000399,2024-01-01,11:16:43,Philadelphia Center City,ST007,Northeast,Beauty & Personal Care,Hair Dryer,Luxury Brand B,BEA1120,4,140.68,562.72,0,0.0,0.08,45.02,607.74,108.46,433.84,173.9,28.61,Buy Now Pay Later,Member,CUST4099,In-Store,REP200,VIP30,0,No,3,In Stock
TXN000400,2023-12-03,15:57:05,Dallas NorthPark,ST010,Midwest,Books & Media,Comic Book,Modern Brand E,BOO6271,5,45.34,226.7,15,34.01,0.08,15.42,208.11,32.34,161.7,46.41,22.3,Cash,New,CUST3365,In-Store,REP349,WINTER25,14.47,No,3,Out of Stock
TXN000401,2023-12-05,18:52:59,San Antonio Riverwalk,ST008,West,Toys & Games,Board Game,Designer Brand C,TOY7620,5,45.66,228.3,25,57.08,0.08,13.7,184.92,30.21,151.05,33.87,18.32,Digital Wallet,Returning,CUST1145,Phone Order,REP272,NONE,5.63,No,3,In Stock
TXN000402,2022-11-23,09:16:35,San Diego Gaslamp,ST009,West,Electronics,Smartwatch,Signature Brand G,ELE3983,2,963.49,1926.98,0,0.0,0.08,154.16,2081.14,635.42,1270.84,810.3,38.94,Cash,Returning,CUST3441,Mobile App,REP224,NEWCUST10,7.33,No,5,In Stock
TXN000403,2023-06-21,14:34:34,Las Vegas Strip,ST017,Midwest,Electronics,Laptop,Signature Brand G,ELE2112,3,606.23,1818.69,0,0.0,0.08,145.5,1964.19,374.68,1124.04,840.15,42.77,Cash,Returning,CUST1004,Phone Order,REP176,NONE,6.22,No,2,In Stock
TXN000404,2023-01-27,16:46:23,Los Angeles Downtown,ST002,Southeast,Home & Living,Lamp,Signature Brand G,HOM5147,1,396.57,396.57,10,39.66,0.08,28.55,385.46,261.97,261.97,123.49,32.04,Digital Wallet,VIP,CUST5228,In-Store,REP266,WINTER25,1.96,No,4,Low Stock
TXN000405,2023-01-26,20:19:12,Boston Newbury Street,ST015,Southwest,Electronics,Tablet,Heritage Brand H,ELE8730,2,562.78,1125.56,10,112.56,0.08,81.04,1094.04,403.0,806.0,288.04,26.33,Debit Card,New,CUST5547,Mobile App,REP453,NEWCUST10,20.82,No,4,In Stock
TXN000406,2023-03-07,09:09:00,Denver Cherry Creek,ST014,West,Electronics,Laptop,Elite Brand F,ELE4350,4,1219.91,4879.64,0,0.0,0.08,390.37,5270.01,953.27,3813.08,1456.93,27.65,Buy Now Pay Later,Member,CUST9757,Phone Order,REP791,WINTER25,21.2,No,1,Out of Stock
TXN000407,2022-05-26,11:15:54,San Antonio Riverwalk,ST008,West,Accessories,Watch,Signature Brand G,ACC9227,1,384.59,384.59,15,57.69,0.08,26.15,353.05,268.27,268.27,84.78,24.01,Gift Card,New,CUST4315,In-Store,REP502,WINTER25,9.47,No,1,In Stock
TXN000408,2023-04-04,10:08:32,Seattle Pike Place,ST013,Northeast,Electronics,Headphones,Luxury Brand B,ELE4474,4,1699.08,6796.32,0,0.0,0.08,543.71,7340.03,1130.12,4520.48,2819.55,38.41,Gift Card,Member,CUST2661,Mobile App,REP199,SUMMER20,10.75,No,2,In Stock
TXN000409,2022-09-27,10:52:18,Seattle Pike Place,ST013,Southwest,Home & Living,Mirror,Contemporary Brand I,HOM7686,1,192.25,192.25,0,0.0,0.08,15.38,207.63,117.54,117.54,90.09,43.39,Gift Card,Member,CUST4857,Phone Order,REP672,NONE,0,No,4,Low Stock
TXN000410,2023-04-14,10:16:48,Chicago Magnificent Mile,ST003,Midwest,Electronics,Camera,Exclusive Brand J,ELE5629,4,888.18,3552.72,25,888.18,0.08,213.16,2877.7,673.67,2694.68,183.02,6.36,Cash,VIP,CUST2759,Online,REP479,NONE,0,No,5,In Stock
TXN000411,2023-07-11,20:37:51,Orlando Mall,ST019,Northeast,Toys & Games,Board Game,Classic Brand D,TOY5495,4,69.79,279.16,0,0.0,0.08,22.33,301.49,49.02,196.08,105.41,34.96,Debit Card,Member,CUST7752,Online,REP285,WINTER25,14.69,No,4,Low Stock
TXN000412,2023-11-30,18:40:45,Orlando Mall,ST019,Midwest,Beauty & Personal Care,Shampoo,Heritage Brand H,BEA3445,4,108.16,432.64,30,129.79,0.08,24.23,327.08,75.93,303.72,23.36,7.14,Credit Card,New,CUST7816,In-Store,REP989,SUMMER20,20.97,No,1,In Stock
TXN000413,2022-10-03,19:40:55,Orlando Mall,ST019,Northeast,Clothing,Jacket,Contemporary Brand I,CLO8176,5,63.21,316.05,15,47.41,0.08,21.49,290.13,38.76,193.8,96.33,33.2,Digital Wallet,Regular,CUST4709,Phone Order,REP384,NONE,1.69,No,3,In Stock
TXN000414,2022-06-15,21:44:25,Dallas NorthPark,ST010,Southeast,Toys & Games,Building Blocks,Luxury Brand B,TOY1707,1,89.12,89.12,25,22.28,0.08,5.35,72.19,71.08,71.08,1.11,1.54,Debit Card,Returning,CUST4187,In-Store,REP343,NEWCUST10,10.04,No,2,Low Stock
TXN000415,2022-11-26,14:16:27,Miami Beach,ST004,Northeast,Accessories,Sunglasses,Premium Brand A,ACC4063,1,296.44,296.44,15,44.47,0.08,20.16,272.13,203.93,203.93,68.2,25.06,Credit Card,VIP,CUST1345,Phone Order,REP462,NONE,0,No,5,In Stock
TXN000416,2023-07-09,17:59:03,Atlanta Buckhead,ST018,Southwest,Toys & Games,Board Game,Elite Brand F,TOY9043,1,58.15,58.15,20,11.63,0.08,3.72,50.24,44.05,44.05,6.19,12.32,Credit Card,Member,CUST7158,Phone Order,REP525,VIP30,15.18,No,5,Out of Stock
TXN000417,2022-05-29,14:26:43,Austin Domain,ST012,Midwest,Jewelry,Pendant,Signature Brand G,JEW7872,5,4844.14,24220.7,30,7266.21,0.08,1356.36,18310.85,3600.0,18000.0,310.85,1.7,Gift Card,New,CUST4951,Online,REP635,NONE,0,Yes,5,In Stock
TXN000418,2022-05-11,13:47:20,Dallas NorthPark,ST010,Midwest,Sports & Outdoors,Dumbbell Set,Premium Brand A,SPO6699,3,326.09,978.27,30,293.48,0.08,54.78,739.57,239.32,717.96,21.61,2.92,Gift Card,Returning,CUST4007,In-Store,REP285,SUMMER20,21.76,No,4,Low Stock
TXN000419,2022-12-22,11:56:35,Tampa Bay Street,ST020,Southwest,Home & Living,Clock,Premium Brand A,HOM6170,2,50.56,101.12,10,10.11,0.08,7.28,98.29,33.27,66.54,31.75,32.3,Credit Card,Regular,CUST7642,Mobile App,REP925,NONE,21.73,No,3,Low Stock
TXN000420,2023-07-07,17:56:03,Boston Newbury Street,ST015,West,Books & Media,Magazine,Premium Brand A,BOO6817,5,15.53,77.65,25,19.41,0.08,4.66,62.9,11.11,55.55,7.35,11.69,Credit Card,Member,CUST4716,Mobile App,REP973,SUMMER20,2.17,No,2,Out of Stock
TXN000421,2022-01-13,09:22:08,Seattle Pike Place,ST013,Northeast,Clothing,Skirt,Exclusive Brand J,CLO9972,1,66.19,66.19,0,0.0,0.08,5.3,71.49,51.8,51.8,19.69,27.54,Debit Card,VIP,CUST9558,In-Store,REP150,FLASH15,13.03,No,2,In Stock
TXN000422,2023-03-04,10:20:04,New York Flagship,ST001,Southwest,Home & Living,Lamp,Designer Brand C,HOM7925,4,197.49,789.96,25,197.49,0.08,47.4,639.87,145.48,581.92,57.95,9.06,Credit Card,Member,CUST5993,In-Store,REP845,NONE,17.42,No,5,In Stock
TXN000423,2024-01-01,10:40:04,Miami Beach,ST004,Northeast,Books & Media,Cookbook,Elite Brand F,BOO1642,5,13.56,67.8,10,6.78,0.08,4.88,65.9,8.33,41.65,24.25,36.8,Credit Card,Returning,CUST8417,In-Store,REP281,NONE,2.22,No,2,In Stock
TXN000424,2023-09-07,12:21:51,New York Flagship,ST001,West,Toys & Games,Board Game,Exclusive Brand J,TOY7413,2,17.72,35.44,20,7.09,0.08,2.27,30.62,11.93,23.86,6.76,22.08,Gift Card,New,CUST7215,Phone Order,REP489,VIP30,17.57,Yes,5,In Stock
TXN000425,2023-06-04,21:20:18,Los Angeles Downtown,ST002,Midwest,Jewelry,Earrings,Contemporary Brand I,JEW3486,1,2358.23,2358.23,0,0.0,0.08,188.66,2546.89,1821.95,1821.95,724.94,28.46,Debit Card,VIP,CUST2027,Mobile App,REP129,SUMMER20,0,No,1,In Stock
TXN000426,2023-08-01,21:38:13,Boston Newbury Street,ST015,Southeast,Beauty & Personal Care,Perfume,Exclusive Brand J,BEA8498,2,124.44,248.88,10,24.89,0.08,17.92,241.91,77.58,155.16,86.75,35.86,Digital Wallet,Regular,CUST2650,In-Store,REP356,VIP30,1.56,No,5,In Stock
TXN000427,2022-09-13,17:59:07,Denver Cherry Creek,ST014,Midwest,Beauty & Personal Care,Perfume,Designer Brand C,BEA4900,1,115.41,115.41,0,0.0,0.08,9.23,124.64,88.16,88.16,36.48,29.27,Cash,Returning,CUST7508,Phone Order,REP445,FLASH15,0,No,4,Low Stock
TXN000428,2022-10-24,14:01:02,Los Angeles Downtown,ST002,Midwest,Beauty & Personal Care,Body Lotion,Heritage Brand H,BEA4790,2,56.87,113.74,25,28.43,0.08,6.82,92.13,35.55,71.1,21.03,22.83,Debit Card,Returning,CUST8033,Phone Order,REP979,SUMMER20,18.9,No,3,In Stock
TXN000429,2022-12-11,14:21:43,Dallas NorthPark,ST010,Midwest,Sports & Outdoors,Hiking Boots,Signature Brand G,SPO6343,3,634.58,1903.74,0,0.0,0.08,152.3,2056.04,442.09,1326.27,729.77,35.49,Credit Card,New,CUST4716,Phone Order,REP977,FLASH15,0,No,2,In Stock
TXN000430,2023-01-14,10:59:22,Boston Newbury Street,ST015,West,Toys & Games,Video Game,Classic Brand D,TOY5704,1,23.46,23.46,25,5.87,0.08,1.41,19.0,18.53,18.53,0.47,2.47,Buy Now Pay Later,New,CUST2421,Mobile App,REP242,FLASH15,0,No,5,Low Stock
TXN000431,2022-09-10,17:49:25,Atlanta Buckhead,ST018,Southeast,Sports & Outdoors,Tennis Racket,Exclusive Brand J,SPO9932,1,238.23,238.23,15,35.73,0.08,16.2,218.7,163.14,163.14,55.56,25.4,Credit Card,VIP,CUST1765,Phone Order,REP980,WINTER25,7.41,No,5,In Stock
TXN000432,2022-12-04,19:40:44,Los Angeles Downtown,ST002,Southwest,Jewelry,Brooch,Classic Brand D,JEW8655,3,3078.43,9235.29,5,461.76,0.08,701.88,9475.41,2361.45,7084.35,2391.06,25.23,Buy Now Pay Later,Member,CUST6489,Online,REP922,NONE,11.81,No,1,Low Stock
TXN000433,2023-08-11,12:53:01,Denver Cherry Creek,ST014,Midwest,Footwear,Boots,Premium Brand A,FOO6620,4,57.34,229.36,30,68.81,0.08,12.84,173.39,43.09,172.36,1.03,0.59,Buy Now Pay Later,Returning,CUST2216,In-Store,REP754,NONE,14.82,No,3,In Stock
TXN000434,2023-01-31,12:05:51,Atlanta Buckhead,ST018,West,Electronics,Smartphone,Heritage Brand H,ELE4544,2,1922.15,3844.3,20,768.86,0.08,246.04,3321.48,1439.72,2879.44,442.04,13.31,Cash,Regular,CUST5012,Mobile App,REP818,NONE,5.85,No,3,In Stock
TXN000435,2023-07-27,19:37:17,New York Flagship,ST001,West,Books & Media,Magazine,Heritage Brand H,BOO8229,5,45.75,228.75,0,0.0,0.08,18.3,247.05,31.23,156.15,90.9,36.79,Debit Card,Member,CUST2663,Mobile App,REP148,NONE,8.25,No,3,In Stock
TXN000436,2022-10-18,09:07:43,Los Angeles Downtown,ST002,West,Electronics,Gaming Console,Designer Brand C,ELE9026,2,466.5,933.0,0,0.0,0.08,74.64,1007.64,336.01,672.02,335.62,33.31,Debit Card,Returning,CUST8935,Online,REP291,VIP30,11.22,No,1,Low Stock
TXN000437,2022-10-20,09:57:09,Las Vegas Strip,ST017,Midwest,Jewelry,Necklace,Luxury Brand B,JEW4185,1,674.9,674.9,30,202.47,0.08,37.79,510.22,454.62,454.62,55.6,10.9,Gift Card,Member,CUST6490,Phone Order,REP881,NEWCUST10,8.34,No,1,Out of Stock
TXN000438,2023-09-13,10:52:40,Los Angeles Downtown,ST002,Southeast,Books & Media,Magazine,Elite Brand F,BOO7732,1,31.55,31.55,15,4.73,0.08,2.15,28.97,24.59,24.59,4.38,15.12,Gift Card,Regular,CUST7875,In-Store,REP971,SUMMER20,11.44,No,1,In Stock
TXN000439,2023-11-29,12:39:57,Seattle Pike Place,ST013,Midwest,Jewelry,Earrings,Classic Brand D,JEW7529,4,2218.88,8875.52,30,2662.66,0.08,497.03,6709.89,1472.77,5891.08,818.81,12.2,Gift Card,VIP,CUST7662,Phone Order,REP434,FLASH15,15.95,No,4,Out of Stock
TXN000440,2022-09-15,13:53:42,Miami Beach,ST004,Northeast,Beauty & Personal Care,Makeup Kit,Heritage Brand H,BEA4175,5,82.74,413.7,25,103.42,0.08,24.82,335.1,65.85,329.25,5.85,1.75,Credit Card,Returning,CUST6952,Online,REP400,WINTER25,0,No,5,Low Stock
TXN000441,2023-02-16,10:49:24,Tampa Bay Street,ST020,Southeast,Jewelry,Bracelet,Elite Brand F,JEW3539,3,3510.17,10530.51,25,2632.63,0.08,631.83,8529.71,2801.36,8404.08,125.63,1.47,Digital Wallet,Member,CUST6065,Mobile App,REP499,NONE,2.09,No,4,Low Stock
TXN000442,2022-04-03,17:33:49,Orlando Mall,ST019,Northeast,Clothing,Sweater,Modern Brand E,CLO1722,1,126.54,126.54,15,18.98,0.08,8.6,116.16,97.23,97.23,18.93,16.3,Gift Card,VIP,CUST2466,In-Store,REP747,FLASH15,15.17,No,5,Low Stock
TXN000443,2022-11-23,14:33:45,Boston Newbury Street,ST015,Southwest,Accessories,Handbag,Designer Brand C,ACC8429,4,370.53,1482.12,15,222.32,0.08,100.78,1360.58,284.77,1139.08,221.5,16.28,Debit Card,New,CUST4572,Mobile App,REP628,WINTER25,1.89,No,5,In Stock
TXN000444,2023-09-27,09:32:57,Atlanta Buckhead,ST018,Southeast,Clothing,Skirt,Designer Brand C,CLO1498,1,161.61,161.61,30,48.48,0.08,9.05,122.18,117.13,117.13,5.05,4.13,Credit Card,New,CUST3562,Phone Order,REP316,VIP30,1.66,No,1,Out of Stock
TXN000445,2022-03-06,14:39:32,Atlanta Buckhead,ST018,Southeast,Beauty & Personal Care,Perfume,Classic Brand D,BEA5511,3,90.41,271.23,0,0.0,0.08,21.7,292.93,63.03,189.09,103.84,35.45,Cash,Member,CUST7630,Mobile App,REP745,NONE,23.51,Yes,2,Out of Stock
TXN000446,2022-02-09,13:43:44,San Antonio Riverwalk,ST008,Midwest,Sports & Outdoors,Dumbbell Set,Heritage Brand H,SPO2452,1,351.69,351.69,10,35.17,0.08,25.32,341.84,280.43,280.43,61.41,17.96,Buy Now Pay Later,Member,CUST7607,Online,REP541,SUMMER20,3.32,No,1,Out of Stock
TXN000447,2023-11-22,10:44:41,Philadelphia Center City,ST007,Northeast,Clothing,Skirt,Elite Brand F,CLO2815,1,163.45,163.45,0,0.0,0.08,13.08,176.53,127.73,127.73,48.8,27.64,Cash,New,CUST9118,In-Store,REP292,WINTER25,0,No,3,Low Stock
TXN000448,2022-07-16,09:01:22,Phoenix Fashion Square,ST006,Northeast,Sports & Outdoors,Hiking Boots,Designer Brand C,SPO6340,3,423.35,1270.05,30,381.01,0.08,71.12,960.16,329.38,988.14,-27.98,-2.91,Credit Card,New,CUST6798,Mobile App,REP144,FLASH15,0,No,2,Out of Stock
TXN000449,2022-06-01,10:54:49,New York Flagship,ST001,Midwest,Electronics,Headphones,Signature Brand G,ELE2965,1,239.29,239.29,30,71.79,0.08,13.4,180.9,174.18,174.18,6.72,3.71,Digital Wallet,Member,CUST9934,Mobile App,REP898,NONE,0,No,4,In Stock
TXN000450,2022-03-08,20:41:55,Orlando Mall,ST019,Northeast,Accessories,Wallet,Designer Brand C,ACC4736,2,56.8,113.6,30,34.08,0.08,6.36,85.88,36.99,73.98,11.9,13.86,Digital Wallet,New,CUST4142,Mobile App,REP187,NEWCUST10,0,No,4,Out of Stock
TXN000451,2023-12-30,21:22:15,Boston Newbury Street,ST015,Southeast,Books & Media,Comic Book,Luxury Brand B,BOO6993,3,23.86,71.58,25,17.89,0.08,4.3,57.99,17.46,52.38,5.61,9.67,Debit Card,VIP,CUST7222,Mobile App,REP133,FLASH15,2.57,No,1,In Stock
TXN000452,2022-10-03,12:53:38,Tampa Bay Street,ST020,Southeast,Clothing,Dress,Premium Brand A,CLO2418,1,61.34,61.34,5,3.07,0.08,4.66,62.93,47.32,47.32,15.61,24.81,Digital Wallet,Returning,CUST1025,Mobile App,REP504,NEWCUST10,0,No,3,In Stock
TXN000453,2022-04-24,13:12:50,Boston Newbury Street,ST015,Southeast,Jewelry,Pendant,Elite Brand F,JEW3793,5,3381.38,16906.9,0,0.0,0.08,1352.55,18259.45,2371.05,11855.25,6404.2,35.07,Debit Card,Returning,CUST6788,In-Store,REP125,NONE,18.0,No,4,Low Stock
TXN000454,2023-11-18,20:16:11,Seattle Pike Place,ST013,Southeast,Home & Living,Wall Art,Designer Brand C,HOM6915,3,349.46,1048.38,0,0.0,0.08,83.87,1132.25,278.71,836.13,296.12,26.15,Gift Card,Returning,CUST4463,Mobile App,REP663,VIP30,14.43,No,4,In Stock
TXN000455,2022-10-27,19:10:12,San Diego Gaslamp,ST009,Southwest,Jewelry,Necklace,Classic Brand D,JEW2912,4,2957.83,11831.32,0,0.0,0.08,946.51,12777.83,1786.87,7147.48,5630.35,44.06,Digital Wallet,Member,CUST9871,In-Store,REP851,NEWCUST10,5.52,Yes,1,In Stock
TXN000456,2023-11-17,18:58:18,San Diego Gaslamp,ST009,Midwest,Jewelry,Earrings,Signature Brand G,JEW5990,4,2783.52,11134.08,0,0.0,0.08,890.73,12024.81,2012.63,8050.52,3974.29,33.05,Buy Now Pay Later,Regular,CUST6362,In-Store,REP118,VIP30,8.88,No,4,In Stock
TXN000457,2023-03-06,16:53:33,San Jose Valley Fair,ST011,Northeast,Books & Media,Novel,Contemporary Brand I,BOO4097,5,29.46,147.3,5,7.37,0.08,11.19,151.12,22.53,112.65,38.47,25.46,Cash,Member,CUST7989,In-Store,REP629,NONE,0,No,4,In Stock
TXN000458,2022-07-28,16:53:44,Houston Galleria,ST005,West,Footwear,Sneakers,Modern Brand E,FOO9825,1,159.28,159.28,0,0.0,0.08,12.74,172.02,115.36,115.36,56.66,32.94,Digital Wallet,New,CUST5557,In-Store,REP905,NONE,23.7,No,3,Out of Stock
TXN000459,2023-05-07,19:36:53,Philadelphia Center City,ST007,West,Beauty & Personal Care,Body Lotion,Classic Brand D,BEA5255,3,68.87,206.61,15,30.99,0.08,14.05,189.67,44.81,134.43,55.24,29.12,Debit Card,New,CUST9546,In-Store,REP339,WINTER25,0,No,4,Low Stock
TXN000460,2023-12-25,11:02:01,Dallas NorthPark,ST010,Southwest,Books & Media,Biography,Heritage Brand H,BOO1264,3,39.64,118.92,0,0.0,0.08,9.51,128.43,31.49,94.47,33.96,26.44,Buy Now Pay Later,New,CUST3407,Mobile App,REP219,NONE,4.5,No,1,In Stock
TXN000461,2022-09-09,12:25:41,New York Flagship,ST001,Midwest,Accessories,Handbag,Elite Brand F,ACC6040,3,89.27,267.81,30,80.34,0.08,15.0,202.47,68.0,204.0,-1.53,-0.76,Gift Card,Regular,CUST1708,Mobile App,REP413,WINTER25,5.52,No,5,In Stock
TXN000462,2023-07-02,09:03:12,Phoenix Fashion Square,ST006,West,Footwear,Loafers,Premium Brand A,FOO6252,1,269.97,269.97,20,53.99,0.08,17.28,233.26,176.12,176.12,57.14,24.5,Credit Card,Member,CUST8581,In-Store,REP417,WINTER25,22.72,No,1,In Stock
TXN000463,2023-11-22,13:08:57,Las Vegas Strip,ST017,Midwest,Footwear,Running Shoes,Contemporary Brand I,FOO9553,5,50.18,250.9,30,75.27,0.08,14.05,189.68,33.0,165.0,24.68,13.01,Buy Now Pay Later,Returning,CUST7235,In-Store,REP940,NONE,24.79,No,1,Low Stock
TXN000464,2023-06-12,12:57:16,Dallas NorthPark,ST010,West,Footwear,Sandals,Premium Brand A,FOO6406,4,224.18,896.72,0,0.0,0.08,71.74,968.46,163.84,655.36,313.1,32.33,Gift Card,New,CUST5301,Phone Order,REP460,NONE,0,No,1,In Stock
TXN000465,2023-04-25,15:28:05,Denver Cherry Creek,ST014,Southwest,Footwear,Boots,Exclusive Brand J,FOO7009,2,41.73,83.46,0,0.0,0.08,6.68,90.14,27.58,55.16,34.98,38.81,Buy Now Pay Later,New,CUST5803,Online,REP607,WINTER25,0,No,4,In Stock
TXN000466,2022-02-02,12:29:01,San Jose Valley Fair,ST011,Northeast,Home & Living,Bedding Set,Luxury Brand B,HOM6959,1,115.93,115.93,10,11.59,0.08,8.35,112.69,92.31,92.31,20.38,18.09,Credit Card,Returning,CUST3858,In-Store,REP119,VIP30,16.24,No,1,In Stock
TXN000467,2023-02-27,12:15:59,Denver Cherry Creek,ST014,Northeast,Footwear,Sneakers,Premium Brand A,FOO1533,3,253.12,759.36,15,113.9,0.08,51.64,697.1,172.1,516.3,180.8,25.94,Buy Now Pay Later,Returning,CUST2814,Online,REP386,VIP30,0.25,No,4,Low Stock
TXN000468,2022-02-27,16:10:33,Las Vegas Strip,ST017,Southwest,Footwear,Running Shoes,Designer Brand C,FOO6209,2,192.33,384.66,25,96.17,0.08,23.08,311.57,150.96,301.92,9.65,3.1,Buy Now Pay Later,Member,CUST6228,Online,REP292,SUMMER20,18.0,No,4,Low Stock
TXN000469,2022-07-13,13:29:20,Boston Newbury Street,ST015,Southeast,Accessories,Hat,Contemporary Brand I,ACC9744,4,211.8,847.2,25,211.8,0.08,50.83,686.23,150.48,601.92,84.31,12.29,Cash,Returning,CUST7582,Mobile App,REP410,SUMMER20,2.9,No,5,In Stock
TXN000470,2022-05-25,17:40:38,Seattle Pike Place,ST013,Southeast,Electronics,Gaming Console,Premium Brand A,ELE1987,3,233.93,701.79,10,70.18,0.08,50.53,682.14,169.1,507.3,174.84,25.63,Cash,New,CUST5045,Phone Order,REP752,NONE,3.43,No,5,In Stock
TXN000471,2022-01-17,21:10:02,San Jose Valley Fair,ST011,West,Clothing,Pants,Luxury Brand B,CLO6911,1,38.94,38.94,20,7.79,0.08,2.49,33.64,29.85,29.85,3.79,11.27,Buy Now Pay Later,VIP,CUST2484,In-Store,REP736,WINTER25,0,No,4,In Stock
TXN000472,2023-06-27,16:17:47,Chicago Magnificent Mile,ST003,Northeast,Accessories,Belt,Premium Brand A,ACC7511,4,207.56,830.24,0,0.0,0.08,66.42,896.66,161.16,644.64,252.02,28.11,Credit Card,Member,CUST6157,Phone Order,REP174,NEWCUST10,2.93,No,1,In Stock
TXN000473,2022-08-22,18:05:48,Denver Cherry Creek,ST014,West,Beauty & Personal Care,Body Lotion,Classic Brand D,BEA1233,4,82.01,328.04,15,49.21,0.08,22.31,301.14,65.3,261.2,39.94,13.26,Debit Card,Regular,CUST9755,In-Store,REP369,SUMMER20,9.64,No,3,Low Stock
TXN000474,2023-07-07,09:38:47,San Antonio Riverwalk,ST008,Southwest,Home & Living,Rug,Premium Brand A,HOM3722,5,220.65,1103.25,20,220.65,0.08,70.61,953.21,171.68,858.4,94.81,9.95,Gift Card,Member,CUST1099,Mobile App,REP997,VIP30,0,No,1,In Stock
TXN000475,2023-12-01,14:59:07,Miami Beach,ST004,Southeast,Jewelry,Brooch,Luxury Brand B,JEW1055,5,2098.73,10493.65,30,3148.09,0.08,587.64,7933.2,1475.89,7379.45,553.75,6.98,Credit Card,Regular,CUST2689,Mobile App,REP327,SUMMER20,0.33,No,2,In Stock
TXN000476,2022-02-20,12:24:03,New York Flagship,ST001,Southeast,Clothing,Sweater,Classic Brand D,CLO7420,4,75.27,301.08,30,90.32,0.08,16.86,227.62,51.16,204.64,22.98,10.1,Credit Card,Member,CUST1126,Mobile App,REP617,NONE,8.71,No,5,Out of Stock
TXN000477,2022-09-22,17:11:59,Denver Cherry Creek,ST014,West,Home & Living,Bedding Set,Designer Brand C,HOM3695,4,230.58,922.32,0,0.0,0.08,73.79,996.11,171.55,686.2,309.91,31.11,Cash,Regular,CUST9380,In-Store,REP692,SUMMER20,5.41,No,1,In Stock
TXN000478,2022-04-18,21:23:30,Boston Newbury Street,ST015,Midwest,Books & Media,Magazine,Designer Brand C,BOO8380,4,12.39,49.56,25,12.39,0.08,2.97,40.14,7.46,29.84,10.3,25.66,Cash,New,CUST6498,Phone Order,REP201,SUMMER20,0.62,No,2,Out of Stock
